timestamp,user_id,role,patient_id,action,department,device,location,label,hour,risk_score,reasons,risk_level
2026-02-05 07:45:01,U201,nurse,P013,view,cardiology,desktop,ICU,0,7,3,Access outside working hours,Normal
2026-02-03 22:26:52,U101,doctor,P067,view,cardiology,desktop,ICU,0,22,3,Access outside working hours,Normal
2026-02-03 13:22:38,U202,nurse,P038,view,orthopedics,mobile,ward,0,13,1,Access from mobile device,Normal
2026-02-01 15:33:40,U202,nurse,P118,view,orthopedics,mobile,ICU,0,15,1,Access from mobile device,Normal
2026-02-05 19:12:36,U201,nurse,P045,view,cardiology,desktop,ICU,0,19,3,Access outside working hours,Normal
2026-02-05 15:40:19,U301,admin,P122,view,admin,mobile,office,0,15,1,Access from mobile device,Normal
2026-02-05 17:28:26,U101,doctor,P128,view,cardiology,mobile,ward,0,17,1,Access from mobile device,Normal
2026-02-02 12:22:33,U301,admin,P153,view,admin,desktop,office,0,12,0,,Normal
2026-02-05 17:41:33,U102,doctor,P087,update,neurology,mobile,ward,0,17,1,Access from mobile device,Normal
2026-02-05 12:51:31,U101,doctor,P062,view,cardiology,desktop,ward,0,12,0,,Normal
2026-02-05 22:42:29,U201,nurse,P034,view,cardiology,mobile,ICU,0,22,4,"Access outside working hours, Access from mobile device",Suspicious
2026-02-04 22:01:37,U101,doctor,P061,view,neurology,mobile,home,1,22,7,"Access outside working hours, Access from home location, Access from mobile device",Suspicious
2026-02-04 12:00:25,U102,doctor,P163,update,neurology,mobile,ICU,0,12,1,Access from mobile device,Normal
2026-02-02 15:07:17,U202,nurse,P199,view,orthopedics,desktop,ward,0,15,0,,Normal
2026-02-01 03:51:38,U202,nurse,P188,view,neurology,desktop,home,1,3,6,"Access outside working hours, Access from home location",Suspicious
2026-02-05 10:49:06,U102,doctor,P090,view,neurology,mobile,ICU,0,10,1,Access from mobile device,Normal
2026-02-03 09:31:06,U102,doctor,P072,update,neurology,mobile,ward,0,9,1,Access from mobile device,Normal
2026-02-03 15:00:23,U201,nurse,P190,view,cardiology,mobile,ICU,0,15,1,Access from mobile device,Normal
2026-02-01 12:44:55,U201,nurse,P166,view,cardiology,desktop,ward,0,12,0,,Normal
2026-02-04 11:19:18,U102,doctor,P130,update,neurology,desktop,ICU,0,11,0,,Normal
2026-02-03 16:13:52,U201,nurse,P083,view,cardiology,desktop,ICU,0,16,0,,Normal
2026-02-01 21:08:11,U102,doctor,P113,update,neurology,mobile,ICU,0,21,4,"Access outside working hours, Access from mobile device",Suspicious
2026-02-01 17:27:08,U202,nurse,P041,view,orthopedics,desktop,ICU,0,17,0,,Normal
2026-02-03 00:12:42,U102,doctor,P186,view,admin,mobile,home,1,0,7,"Access outside working hours, Access from home location, Access from mobile device",Suspicious
2026-02-02 09:58:28,U202,nurse,P019,view,orthopedics,desktop,ward,0,9,0,,Normal
2026-02-05 13:16:37,U202,nurse,P077,view,orthopedics,desktop,ward,0,13,0,,Normal
2026-02-04 14:17:07,U201,nurse,P050,view,cardiology,mobile,ICU,0,14,1,Access from mobile device,Normal
2026-02-04 14:02:20,U301,admin,P167,export,admin,mobile,office,0,14,7,"Export action (data leakage risk), Access from mobile device",Suspicious
2026-02-03 15:02:06,U202,nurse,P192,view,orthopedics,desktop,ward,0,15,0,,Normal
2026-02-01 14:54:47,U201,nurse,P192,view,cardiology,desktop,ward,0,14,0,,Normal
2026-02-04 11:41:23,U102,doctor,P005,view,neurology,desktop,ward,0,11,0,,Normal
2026-02-05 17:55:10,U101,doctor,P136,view,cardiology,desktop,ICU,0,17,0,,Normal
2026-02-01 14:21:59,U102,doctor,P115,update,neurology,desktop,ICU,0,14,0,,Normal
2026-02-02 11:21:54,U301,admin,P122,view,admin,mobile,office,0,11,1,Access from mobile device,Normal
2026-02-02 12:02:08,U201,nurse,P183,view,cardiology,mobile,ICU,0,12,1,Access from mobile device,Normal
2026-02-02 10:47:44,U102,doctor,P171,update,neurology,desktop,ICU,0,10,0,,Normal
2026-02-04 18:08:01,U201,nurse,P160,view,cardiology,desktop,ward,0,18,0,,Normal
2026-02-04 13:46:17,U301,admin,P185,export,admin,mobile,office,0,13,7,"Export action (data leakage risk), Access from mobile device",Suspicious
2026-02-05 08:14:52,U101,doctor,P015,update,cardiology,mobile,ICU,0,8,1,Access from mobile device,Normal
2026-02-01 12:36:27,U102,doctor,P136,update,neurology,mobile,ward,0,12,1,Access from mobile device,Normal
2026-02-03 16:49:33,U102,doctor,P199,update,neurology,mobile,ICU,0,16,1,Access from mobile device,Normal
2026-02-03 17:32:35,U301,admin,P118,view,admin,desktop,office,0,17,0,,Normal
2026-02-02 09:13:38,U201,nurse,P092,view,cardiology,mobile,ward,0,9,1,Access from mobile device,Normal
2026-02-05 22:31:16,U201,nurse,P120,view,admin,mobile,home,1,22,7,"Access outside working hours, Access from home location, Access from mobile device",Suspicious
2026-02-03 11:53:44,U102,doctor,P149,view,neurology,desktop,ward,0,11,0,,Normal
2026-02-02 12:52:24,U202,nurse,P198,view,orthopedics,desktop,ward,0,12,0,,Normal
2026-02-02 13:54:29,U201,nurse,P085,view,cardiology,mobile,ward,0,13,1,Access from mobile device,Normal
2026-02-01 04:35:17,U102,doctor,P014,view,neurology,desktop,ward,0,4,3,Access outside working hours,Normal
2026-02-01 13:25:28,U202,nurse,P194,view,orthopedics,desktop,ICU,0,13,0,,Normal
2026-02-04 11:26:03,U101,doctor,P187,view,cardiology,desktop,ICU,0,11,0,,Normal
2026-02-01 08:32:55,U201,nurse,P163,view,cardiology,mobile,ICU,0,8,1,Access from mobile device,Normal
2026-02-04 14:44:35,U202,nurse,P185,view,orthopedics,mobile,ward,0,14,1,Access from mobile device,Normal
2026-02-03 12:42:00,U101,doctor,P048,view,cardiology,desktop,ward,0,12,0,,Normal
2026-02-01 17:16:19,U202,nurse,P155,view,orthopedics,desktop,ICU,0,17,0,,Normal
2026-02-04 09:16:45,U201,nurse,P041,view,cardiology,mobile,ICU,0,9,1,Access from mobile device,Normal
2026-02-03 16:16:46,U201,nurse,P046,view,cardiology,mobile,ICU,0,16,1,Access from mobile device,Normal
2026-02-03 02:00:42,U102,doctor,P091,update,neurology,mobile,ICU,0,2,4,"Access outside working hours, Access from mobile device",Suspicious
2026-02-03 23:41:25,U202,nurse,P010,view,orthopedics,mobile,ward,0,23,4,"Access outside working hours, Access from mobile device",Suspicious
2026-02-01 18:21:59,U301,admin,P083,export,admin,mobile,office,0,18,7,"Export action (data leakage risk), Access from mobile device",Suspicious
2026-02-01 17:03:23,U102,doctor,P130,update,neurology,desktop,ICU,0,17,0,,Normal
2026-02-03 09:36:59,U101,doctor,P152,update,cardiology,desktop,ward,0,9,0,,Normal
2026-02-05 14:16:14,U101,doctor,P063,view,cardiology,mobile,ward,0,14,1,Access from mobile device,Normal
2026-02-01 03:07:53,U201,nurse,P100,view,orthopedics,mobile,home,1,3,7,"Access outside working hours, Access from home location, Access from mobile device",Suspicious
2026-02-04 04:53:24,U202,nurse,P016,view,orthopedics,mobile,ward,0,4,4,"Access outside working hours, Access from mobile device",Suspicious
2026-02-01 19:57:31,U101,doctor,P172,update,cardiology,desktop,ICU,0,19,3,Access outside working hours,Normal
2026-02-02 13:34:43,U301,admin,P097,view,admin,mobile,office,0,13,1,Access from mobile device,Normal
2026-02-05 08:13:07,U202,nurse,P172,view,orthopedics,mobile,ward,0,8,1,Access from mobile device,Normal
2026-02-05 13:27:02,U101,doctor,P097,update,cardiology,desktop,ward,0,13,0,,Normal
2026-02-04 09:23:43,U102,doctor,P109,update,neurology,mobile,ICU,0,9,1,Access from mobile device,Normal
2026-02-02 14:55:29,U101,doctor,P109,update,cardiology,desktop,ICU,0,14,0,,Normal
2026-02-03 09:20:21,U301,admin,P176,export,admin,mobile,office,0,9,7,"Export action (data leakage risk), Access from mobile device",Suspicious
2026-02-04 13:40:58,U102,doctor,P169,update,neurology,desktop,ward,0,13,0,,Normal
2026-02-02 15:12:00,U201,nurse,P055,view,cardiology,mobile,ward,0,15,1,Access from mobile device,Normal
2026-02-04 12:23:09,U201,nurse,P024,view,cardiology,desktop,ward,0,12,0,,Normal
2026-02-03 08:44:53,U202,nurse,P046,view,orthopedics,desktop,ICU,0,8,0,,Normal
2026-02-05 11:36:22,U101,doctor,P131,update,cardiology,desktop,ICU,0,11,0,,Normal
2026-02-05 08:35:50,U201,nurse,P068,view,cardiology,desktop,ward,0,8,0,,Normal
2026-02-02 11:07:26,U102,doctor,P099,update,neurology,desktop,ward,0,11,0,,Normal
2026-02-03 10:41:21,U202,nurse,P103,view,orthopedics,desktop,ICU,0,10,0,,Normal
2026-02-04 16:10:10,U301,admin,P066,view,admin,desktop,office,0,16,0,,Normal
2026-02-05 13:29:03,U102,doctor,P144,view,neurology,mobile,ward,0,13,1,Access from mobile device,Normal
2026-02-03 15:09:45,U201,nurse,P177,view,cardiology,desktop,ward,0,15,0,,Normal
2026-02-03 09:32:40,U102,doctor,P119,view,neurology,desktop,ICU,0,9,0,,Normal
2026-02-01 13:44:43,U101,doctor,P044,view,cardiology,mobile,ICU,0,13,1,Access from mobile device,Normal
2026-02-04 16:07:44,U102,doctor,P197,update,neurology,desktop,ward,0,16,0,,Normal
2026-02-05 06:08:53,U202,nurse,P100,view,orthopedics,desktop,ICU,0,6,3,Access outside working hours,Normal
2026-02-05 03:05:21,U301,admin,P134,view,admin,desktop,office,0,3,3,Access outside working hours,Normal
2026-02-01 12:58:18,U201,nurse,P103,view,cardiology,mobile,ward,0,12,1,Access from mobile device,Normal
2026-02-02 23:17:04,U202,nurse,P140,view,admin,mobile,office,1,23,4,"Access outside working hours, Access from mobile device",Suspicious
2026-02-03 09:43:14,U201,nurse,P176,view,cardiology,mobile,ward,0,9,1,Access from mobile device,Normal
2026-02-01 08:54:18,U101,doctor,P195,update,cardiology,mobile,ICU,0,8,1,Access from mobile device,Normal
2026-02-02 18:00:19,U102,doctor,P128,update,neurology,desktop,ICU,0,18,0,,Normal
2026-02-03 09:42:14,U102,doctor,P006,update,neurology,mobile,ward,0,9,1,Access from mobile device,Normal
2026-02-01 08:12:07,U201,nurse,P109,view,cardiology,desktop,ward,0,8,0,,Normal
2026-02-03 09:25:43,U201,nurse,P194,view,cardiology,desktop,ICU,0,9,0,,Normal
2026-02-04 08:50:56,U101,doctor,P046,view,cardiology,mobile,ICU,0,8,1,Access from mobile device,Normal
2026-02-01 12:44:39,U301,admin,P132,view,admin,desktop,office,0,12,0,,Normal
2026-02-04 01:03:47,U201,nurse,P182,view,orthopedics,mobile,office,1,1,4,"Access outside working hours, Access from mobile device",Suspicious
2026-02-04 15:04:00,U201,nurse,P041,view,cardiology,desktop,ward,0,15,0,,Normal
2026-02-05 08:09:10,U301,admin,P114,view,admin,desktop,office,0,8,0,,Normal
2026-02-04 00:00:13,U102,doctor,P137,update,neurology,desktop,ward,0,0,3,Access outside working hours,Normal
2026-02-03 14:42:08,U102,doctor,P127,update,neurology,mobile,ICU,0,14,1,Access from mobile device,Normal
2026-02-01 04:48:35,U102,doctor,P181,update,neurology,mobile,ICU,0,4,4,"Access outside working hours, Access from mobile device",Suspicious
2026-02-03 08:56:41,U101,doctor,P183,view,cardiology,desktop,ward,0,8,0,,Normal
2026-02-02 13:16:24,U201,nurse,P130,view,cardiology,desktop,ward,0,13,0,,Normal
2026-02-03 11:14:52,U301,admin,P119,view,admin,mobile,office,0,11,1,Access from mobile device,Normal
2026-02-03 06:28:40,U102,doctor,P193,view,neurology,desktop,ward,0,6,3,Access outside working hours,Normal
2026-02-01 22:23:13,U201,nurse,P106,view,orthopedics,desktop,office,1,22,3,Access outside working hours,Normal
2026-02-03 14:48:59,U301,admin,P190,view,admin,mobile,office,0,14,1,Access from mobile device,Normal
2026-02-04 13:11:34,U102,doctor,P006,view,neurology,desktop,ICU,0,13,0,,Normal
2026-02-02 18:18:51,U301,admin,P004,view,admin,mobile,office,0,18,1,Access from mobile device,Normal
2026-02-03 15:58:44,U101,doctor,P132,view,cardiology,desktop,ward,0,15,0,,Normal
2026-02-02 09:55:16,U102,doctor,P187,view,neurology,mobile,ward,0,9,1,Access from mobile device,Normal
2026-02-04 16:39:13,U101,doctor,P101,view,cardiology,desktop,ICU,0,16,0,,Normal
2026-02-01 17:07:56,U201,nurse,P145,view,cardiology,mobile,ICU,0,17,1,Access from mobile device,Normal
2026-02-03 12:47:14,U201,nurse,P193,view,cardiology,mobile,ward,0,12,1,Access from mobile device,Normal
2026-02-03 17:03:35,U301,admin,P159,view,admin,mobile,office,0,17,1,Access from mobile device,Normal
2026-02-03 15:50:17,U102,doctor,P038,update,neurology,mobile,ward,0,15,1,Access from mobile device,Normal
2026-02-05 00:32:36,U101,doctor,P033,view,orthopedics,mobile,home,1,0,7,"Access outside working hours, Access from home location, Access from mobile device",Suspicious
2026-02-04 15:28:09,U201,nurse,P170,view,cardiology,mobile,ICU,0,15,1,Access from mobile device,Normal
2026-02-04 01:48:20,U202,nurse,P098,view,cardiology,mobile,office,1,1,4,"Access outside working hours, Access from mobile device",Suspicious
2026-02-01 23:01:08,U102,doctor,P195,view,neurology,mobile,ward,0,23,4,"Access outside working hours, Access from mobile device",Suspicious
2026-02-02 15:44:53,U102,doctor,P199,view,neurology,mobile,ICU,0,15,1,Access from mobile device,Normal
2026-02-02 22:31:20,U101,doctor,P199,view,orthopedics,desktop,home,1,22,6,"Access outside working hours, Access from home location",Suspicious
2026-02-03 14:33:30,U301,admin,P194,export,admin,desktop,office,0,14,6,Export action (data leakage risk),Suspicious
2026-02-01 13:21:52,U202,nurse,P162,view,orthopedics,desktop,ward,0,13,0,,Normal
2026-02-03 08:09:20,U101,doctor,P163,update,cardiology,desktop,ICU,0,8,0,,Normal
2026-02-02 12:53:30,U202,nurse,P035,view,orthopedics,mobile,ward,0,12,1,Access from mobile device,Normal
2026-02-03 10:37:29,U202,nurse,P032,view,orthopedics,desktop,ICU,0,10,0,,Normal
2026-02-04 09:36:18,U101,doctor,P028,view,cardiology,desktop,ICU,0,9,0,,Normal
2026-02-05 11:44:13,U201,nurse,P158,view,cardiology,desktop,ward,0,11,0,,Normal
2026-02-02 18:25:19,U202,nurse,P124,view,orthopedics,desktop,ward,0,18,0,,Normal
2026-02-02 10:51:36,U201,nurse,P121,view,cardiology,mobile,ward,0,10,1,Access from mobile device,Normal
2026-02-01 18:27:51,U201,nurse,P039,view,cardiology,desktop,ward,0,18,0,,Normal
2026-02-02 21:04:23,U101,doctor,P055,view,cardiology,mobile,ICU,0,21,4,"Access outside working hours, Access from mobile device",Suspicious
2026-02-04 02:16:11,U202,nurse,P107,view,orthopedics,mobile,ward,0,2,4,"Access outside working hours, Access from mobile device",Suspicious
2026-02-02 09:32:28,U301,admin,P076,view,admin,desktop,office,0,9,0,,Normal
2026-02-02 13:50:18,U201,nurse,P123,view,cardiology,desktop,ICU,0,13,0,,Normal
2026-02-05 14:45:16,U301,admin,P152,view,admin,mobile,office,0,14,1,Access from mobile device,Normal
2026-02-03 16:10:57,U201,nurse,P041,view,cardiology,desktop,ICU,0,16,0,,Normal
2026-02-05 10:09:59,U202,nurse,P118,view,orthopedics,desktop,ICU,0,10,0,,Normal
2026-02-02 10:48:42,U301,admin,P008,view,admin,desktop,office,0,10,0,,Normal
2026-02-03 13:07:00,U102,doctor,P072,update,neurology,desktop,ICU,0,13,0,,Normal
2026-02-02 14:05:32,U102,doctor,P052,update,neurology,desktop,ICU,0,14,0,,Normal
2026-02-02 17:26:23,U201,nurse,P180,view,cardiology,mobile,ward,0,17,1,Access from mobile device,Normal
2026-02-05 17:24:42,U202,nurse,P158,view,orthopedics,mobile,ward,0,17,1,Access from mobile device,Normal
2026-02-03 13:08:44,U102,doctor,P039,view,neurology,mobile,ICU,0,13,1,Access from mobile device,Normal
2026-02-01 08:08:18,U101,doctor,P019,update,cardiology,mobile,ward,0,8,1,Access from mobile device,Normal
2026-02-04 20:27:39,U301,admin,P113,view,admin,mobile,office,0,20,4,"Access outside working hours, Access from mobile device",Suspicious
2026-02-03 10:22:32,U202,nurse,P072,view,orthopedics,mobile,ICU,0,10,1,Access from mobile device,Normal
2026-02-02 17:32:10,U102,doctor,P114,view,neurology,mobile,ward,0,17,1,Access from mobile device,Normal
2026-02-04 22:23:24,U202,nurse,P010,view,orthopedics,mobile,ward,0,22,4,"Access outside working hours, Access from mobile device",Suspicious
2026-02-03 15:34:36,U301,admin,P115,export,admin,mobile,office,0,15,7,"Export action (data leakage risk), Access from mobile device",Suspicious
2026-02-05 08:58:02,U202,nurse,P111,view,orthopedics,mobile,ward,0,8,1,Access from mobile device,Normal
2026-02-01 00:05:42,U301,admin,P085,export,admin,mobile,office,1,0,10,"Access outside working hours, Export action (data leakage risk), Access from mobile device",High Risk
2026-02-04 02:48:03,U102,doctor,P029,view,admin,desktop,office,1,2,3,Access outside working hours,Normal
2026-02-02 00:14:21,U202,nurse,P186,view,admin,mobile,home,1,0,7,"Access outside working hours, Access from home location, Access from mobile device",Suspicious
2026-02-04 16:08:07,U102,doctor,P050,update,neurology,desktop,ICU,0,16,0,,Normal
2026-02-04 10:39:36,U202,nurse,P132,view,orthopedics,mobile,ward,0,10,1,Access from mobile device,Normal
2026-02-01 23:36:28,U101,doctor,P123,view,cardiology,desktop,ward,0,23,3,Access outside working hours,Normal
2026-02-03 09:46:57,U101,doctor,P153,view,cardiology,desktop,ICU,0,9,0,,Normal
2026-02-01 08:17:17,U202,nurse,P048,view,orthopedics,mobile,ward,0,8,1,Access from mobile device,Normal
2026-02-03 16:18:17,U101,doctor,P050,update,cardiology,mobile,ICU,0,16,1,Access from mobile device,Normal
2026-02-01 09:05:23,U101,doctor,P051,update,cardiology,mobile,ward,0,9,1,Access from mobile device,Normal
2026-02-01 17:48:44,U301,admin,P166,export,admin,desktop,office,0,17,6,Export action (data leakage risk),Suspicious
2026-02-02 18:09:04,U202,nurse,P056,view,orthopedics,desktop,ICU,0,18,0,,Normal
2026-02-04 13:12:19,U101,doctor,P162,view,cardiology,desktop,ward,0,13,0,,Normal
2026-02-04 14:23:16,U202,nurse,P140,view,orthopedics,mobile,ward,0,14,1,Access from mobile device,Normal
2026-02-05 10:38:34,U101,doctor,P197,view,cardiology,desktop,ICU,0,10,0,,Normal
2026-02-03 07:10:13,U202,nurse,P072,view,orthopedics,mobile,ICU,0,7,4,"Access outside working hours, Access from mobile device",Suspicious
2026-02-01 16:24:06,U101,doctor,P114,view,cardiology,desktop,ICU,0,16,0,,Normal
2026-02-02 15:04:51,U101,doctor,P199,view,cardiology,desktop,ICU,0,15,0,,Normal
2026-02-04 10:09:02,U201,nurse,P074,view,cardiology,mobile,ICU,0,10,1,Access from mobile device,Normal
2026-02-04 11:12:07,U201,nurse,P014,view,cardiology,mobile,ward,0,11,1,Access from mobile device,Normal
2026-02-05 16:54:51,U202,nurse,P161,view,orthopedics,desktop,ward,0,16,0,,Normal
2026-02-03 14:26:36,U301,admin,P015,export,admin,mobile,office,0,14,7,"Export action (data leakage risk), Access from mobile device",Suspicious
2026-02-04 15:01:02,U201,nurse,P185,view,cardiology,desktop,ICU,0,15,0,,Normal
2026-02-03 13:49:08,U202,nurse,P020,view,orthopedics,desktop,ICU,0,13,0,,Normal
2026-02-01 02:28:29,U101,doctor,P168,view,cardiology,mobile,ward,0,2,4,"Access outside working hours, Access from mobile device",Suspicious
2026-02-04 13:53:09,U201,nurse,P177,view,cardiology,mobile,ICU,0,13,1,Access from mobile device,Normal
2026-02-04 01:30:37,U102,doctor,P056,update,neurology,desktop,ICU,0,1,3,Access outside working hours,Normal
2026-02-03 18:36:25,U201,nurse,P158,view,cardiology,mobile,ward,0,18,1,Access from mobile device,Normal
2026-02-02 22:09:06,U201,nurse,P122,view,orthopedics,desktop,office,1,22,3,Access outside working hours,Normal
2026-02-02 17:58:21,U202,nurse,P017,view,orthopedics,mobile,ICU,0,17,1,Access from mobile device,Normal
2026-02-04 17:34:01,U101,doctor,P003,update,cardiology,mobile,ICU,0,17,1,Access from mobile device,Normal
2026-02-02 16:54:49,U101,doctor,P181,update,cardiology,desktop,ICU,0,16,0,,Normal
2026-02-04 20:48:41,U201,nurse,P119,view,cardiology,mobile,ward,0,20,4,"Access outside working hours, Access from mobile device",Suspicious
2026-02-03 08:59:19,U102,doctor,P110,update,neurology,mobile,ward,0,8,1,Access from mobile device,Normal
2026-02-03 22:56:13,U201,nurse,P006,view,neurology,desktop,home,1,22,6,"Access outside working hours, Access from home location",Suspicious
2026-02-01 12:55:08,U102,doctor,P183,update,neurology,desktop,ward,0,12,0,,Normal
2026-02-02 18:43:35,U201,nurse,P123,view,cardiology,desktop,ward,0,18,0,,Normal
2026-02-03 10:43:53,U102,doctor,P143,update,neurology,desktop,ward,0,10,0,,Normal
2026-02-01 22:56:48,U201,nurse,P067,view,orthopedics,mobile,office,1,22,4,"Access outside working hours, Access from mobile device",Suspicious
2026-02-04 01:26:44,U301,admin,P155,export,admin,desktop,office,1,1,9,"Access outside working hours, Export action (data leakage risk)",High Risk
2026-02-03 16:45:19,U201,nurse,P030,view,cardiology,mobile,ward,0,16,1,Access from mobile device,Normal
2026-02-01 00:54:06,U201,nurse,P024,view,neurology,desktop,home,1,0,6,"Access outside working hours, Access from home location",Suspicious
2026-02-04 07:41:10,U201,nurse,P098,view,cardiology,desktop,ICU,0,7,3,Access outside working hours,Normal
2026-02-02 17:54:16,U201,nurse,P171,view,cardiology,desktop,ICU,0,17,0,,Normal
2026-02-03 11:56:26,U202,nurse,P041,view,orthopedics,mobile,ICU,0,11,1,Access from mobile device,Normal
2026-02-03 10:33:10,U102,doctor,P135,update,neurology,mobile,ward,0,10,1,Access from mobile device,Normal
2026-02-05 09:19:05,U301,admin,P117,view,admin,desktop,office,0,9,0,,Normal
2026-02-05 02:00:55,U201,nurse,P072,view,cardiology,mobile,ICU,0,2,4,"Access outside working hours, Access from mobile device",Suspicious
2026-02-03 15:14:35,U101,doctor,P006,update,cardiology,mobile,ward,0,15,1,Access from mobile device,Normal
2026-02-01 10:41:11,U101,doctor,P156,view,cardiology,desktop,ICU,0,10,0,,Normal
2026-02-03 03:12:26,U102,doctor,P089,view,orthopedics,desktop,home,1,3,6,"Access outside working hours, Access from home location",Suspicious
2026-02-01 01:01:35,U202,nurse,P040,view,admin,desktop,office,1,1,3,Access outside working hours,Normal
2026-02-03 08:30:51,U202,nurse,P170,view,orthopedics,desktop,ward,0,8,0,,Normal
2026-02-05 13:36:41,U201,nurse,P134,view,cardiology,desktop,ICU,0,13,0,,Normal
2026-02-05 09:43:09,U201,nurse,P088,view,cardiology,desktop,ICU,0,9,0,,Normal
2026-02-03 10:47:16,U102,doctor,P149,view,neurology,mobile,ward,0,10,1,Access from mobile device,Normal
2026-02-02 10:59:43,U101,doctor,P175,update,cardiology,desktop,ward,0,10,0,,Normal
2026-02-04 02:52:51,U102,doctor,P082,view,admin,mobile,home,1,2,7,"Access outside working hours, Access from home location, Access from mobile device",Suspicious
2026-02-03 11:46:11,U201,nurse,P069,view,cardiology,desktop,ICU,0,11,0,,Normal
2026-02-05 11:50:08,U201,nurse,P120,view,cardiology,mobile,ward,0,11,1,Access from mobile device,Normal
2026-02-03 09:30:49,U301,admin,P101,view,admin,desktop,office,0,9,0,,Normal
2026-02-04 15:43:48,U201,nurse,P105,view,cardiology,mobile,ICU,0,15,1,Access from mobile device,Normal
2026-02-03 08:13:44,U102,doctor,P073,view,neurology,desktop,ICU,0,8,0,,Normal
2026-02-03 10:58:28,U102,doctor,P108,update,neurology,mobile,ward,0,10,1,Access from mobile device,Normal
2026-02-01 00:58:06,U101,doctor,P004,view,admin,mobile,home,1,0,7,"Access outside working hours, Access from home location, Access from mobile device",Suspicious
2026-02-01 22:51:42,U301,admin,P160,export,admin,mobile,office,0,22,10,"Access outside working hours, Export action (data leakage risk), Access from mobile device",High Risk
2026-02-02 18:24:01,U102,doctor,P017,view,neurology,mobile,ICU,0,18,1,Access from mobile device,Normal
2026-02-04 14:32:49,U102,doctor,P081,update,neurology,desktop,ward,0,14,0,,Normal
2026-02-05 16:41:56,U301,admin,P138,view,admin,desktop,office,0,16,0,,Normal
2026-02-05 10:09:38,U101,doctor,P089,update,cardiology,mobile,ward,0,10,1,Access from mobile device,Normal
2026-02-02 10:19:54,U101,doctor,P174,view,cardiology,desktop,ward,0,10,0,,Normal
2026-02-01 16:17:44,U102,doctor,P060,view,neurology,mobile,ICU,0,16,1,Access from mobile device,Normal
2026-02-05 14:29:50,U301,admin,P050,export,admin,desktop,office,0,14,6,Export action (data leakage risk),Suspicious
2026-02-02 21:14:44,U202,nurse,P092,view,orthopedics,mobile,ward,0,21,4,"Access outside working hours, Access from mobile device",Suspicious
2026-02-04 14:23:05,U102,doctor,P199,update,neurology,desktop,ICU,0,14,0,,Normal
2026-02-04 15:26:26,U201,nurse,P197,view,cardiology,desktop,ward,0,15,0,,Normal
2026-02-01 11:05:48,U102,doctor,P193,update,neurology,mobile,ICU,0,11,1,Access from mobile device,Normal
2026-02-03 14:24:27,U202,nurse,P093,view,orthopedics,desktop,ICU,0,14,0,,Normal
2026-02-04 18:54:37,U101,doctor,P143,view,cardiology,mobile,ward,0,18,1,Access from mobile device,Normal
2026-02-02 08:14:52,U301,admin,P138,view,admin,mobile,office,0,8,1,Access from mobile device,Normal
2026-02-02 18:40:51,U202,nurse,P092,view,orthopedics,desktop,ward,0,18,0,,Normal
2026-02-01 12:44:25,U202,nurse,P069,view,orthopedics,mobile,ICU,0,12,1,Access from mobile device,Normal
